above_threshold,ari,case_name,changepoints,duplicate_rate,duplicate_rate_conditional_on_hit,event_recall,experiment,f1,fn,fp,label_accuracy,localization_error,max_abs_error,max_score,mean_abs_error,mean_num_detections,mean_posterior_entropy,meta_ablation,meta_distance_type,meta_hazard,meta_horizon,meta_metric,meta_placeholder,meta_use_global,meta_use_prototypes,meta_variant,meta_window,method,nmi,num_detected,param_centered,param_d,param_delta,param_delta_rho,param_demeaned,param_epsilon,param_garch_noise,param_magnitude,param_mean_shift,param_mode_separation,param_n_after,param_n_before,param_n_changepoints,param_n_factors,param_n_per_segment,param_noise_level,param_nu,param_persistent,param_regime_duration,param_rho1,param_seed,param_serial_dependence,param_shift_family,param_shock_length,param_shock_type,param_signal_strength,param_similarity,param_sparsity,param_volatility_ratio,param_window_length,precision,recall,resource_name,resource_source,resource_url,threshold,tp,unavailable
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.09186067868401507,nan,0.0,,local_only,sliced,,200,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,100,proposed_local_persistence_proxy,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,strong,,,,100,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.03366578994612676,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,strong,,,,100,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.10626090849518066,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.0231877486465354,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,strong,,,,100,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.0231877486465354,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,strong,,,,100,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.0829490107108974,nan,0.0,,full,sliced,,200,sliced_wasserstein,False,True,True,proposed_full,100,proposed_full,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,strong,,,,100,0.0,0.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.0829490107108974,nan,0.0,,local_only,sliced,,200,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,100,proposed_local_persistence_proxy,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,strong,,,,100,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.1827937465524398,0.0,0.0
1.0,,recurring_regimes,48;110;177;328;393,,,,A_regime,0.8000000000000002,1.0,1.0,,15.5,30.0,1.0,15.5,,,,,,,,,,,,,gaussian_hmm,,5.0,,5,,,,,,,,,,,,,,,,,80,,0,,,,,,medium,,,,0.8,0.8,Gaussian HMM,hmmlearn GaussianHMM repository,https://github.com/hmmlearn/hmmlearn,0.5,4.0,0.0
1.0,,recurring_regimes,392,,,,A_regime,0.33333333333333337,4.0,0.0,,8.0,8.0,0.5357366465860293,8.0,,,,,,,,,,,,,coordinate_w2_matched_filter,,1.0,,5,,,,,,,,,,,,,,,,,80,,0,,,,,,medium,,,,1.0,0.2,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.5346234250341623,1.0,0.0
1.0,0.23278944207104646,recurring_regimes,328,,,,A_regime,0.33333333333333337,4.0,0.0,0.5249406175771971,8.0,8.0,0.6383413890885383,8.0,,1.3825551877227062,full,sliced,,120,sliced_wasserstein,False,True,True,proposed_full,60,proposed_full,0.37091339435196646,1.0,,5,,,,,,,,,,,,,,,,,80,,0,,,,,,medium,,,,1.0,0.2,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.6211304289662385,1.0,0.0
1.0,0.23278944207104646,recurring_regimes,328,,,,A_regime,0.33333333333333337,4.0,0.0,0.5249406175771971,8.0,8.0,0.6383413890885383,8.0,,1.3825551877227062,local_prototype_no_global,sliced,,120,sliced_wasserstein,False,False,True,proposed_local_proto_no_global,60,proposed_local_proto_no_global,0.37091339435196646,1.0,,5,,,,,,,,,,,,,,,,,80,,0,,,,,,medium,,,,1.0,0.2,"Proposed: local + prototypes, no global",docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.6211304289662385,1.0,0.0
,0.20336148920048702,recurring_regimes,,,,,A_regime,,,,0.5486935866983373,,,,,,,,,,,,,,,,,rolling_feature_kmeans,0.3141038872092812,,,5,,,,,,,,,,,,,,,,,80,,0,,,,,,medium,,,,,,K-means on rolling features,docs/experiment_plan.md A_regime baseline,docs/experiment_plan.md,,,0.0
1.0,,recurring_regimes,41;120;180;343;413;478,,,,A_regime,0.5454545454545454,2.0,3.0,,18.666666666666668,23.0,1.0,18.666666666666668,,,,,,,,,,,,,gaussian_hmm,,6.0,,5,,,,,,,,,,,,,,,,,80,,1,,,,,,medium,,,,0.5,0.6,Gaussian HMM,hmmlearn GaussianHMM repository,https://github.com/hmmlearn/hmmlearn,0.5,3.0,0.0
1.0,,recurring_regimes,168,,,,A_regime,0.33333333333333337,4.0,0.0,,8.0,8.0,0.6028610521243692,8.0,,,,,,,,,,,,,coordinate_w2_matched_filter,,1.0,,5,,,,,,,,,,,,,,,,,80,,1,,,,,,medium,,,,1.0,0.2,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.6014990094883095,1.0,0.0
1.0,0.15918624773796833,recurring_regimes,159;323;388,,,,A_regime,0.7499999999999999,2.0,0.0,0.47268408551068886,5.333333333333333,12.0,0.7102955211851669,5.333333333333333,,1.3707791593875003,full,sliced,,120,sliced_wasserstein,False,True,True,proposed_full,60,proposed_full,0.19068146178461948,3.0,,5,,,,,,,,,,,,,,,,,80,,1,,,,,,medium,,,,1.0,0.6,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.6916915138653106,3.0,0.0
1.0,0.15918624773796833,recurring_regimes,,,,,A_regime,0.0,5.0,0.0,0.47268408551068886,nan,nan,0.7102955211851669,nan,,1.3707791593875003,local_prototype_no_global,sliced,,120,sliced_wasserstein,False,False,True,proposed_local_proto_no_global,60,proposed_local_proto_no_global,0.19068146178461948,0.0,,5,,,,,,,,,,,,,,,,,80,,1,,,,,,medium,,,,0.0,0.0,"Proposed: local + prototypes, no global",docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.6916915138653106,0.0,0.0
,0.16262316124364692,recurring_regimes,,,,,A_regime,,,,0.45368171021377673,,,,,,,,,,,,,,,,,rolling_feature_kmeans,0.3101194678776475,,,5,,,,,,,,,,,,,,,,,80,,1,,,,,,medium,,,,,,K-means on rolling features,docs/experiment_plan.md A_regime baseline,docs/experiment_plan.md,,,0.0
