above_threshold,ari,case_name,changepoints,duplicate_rate,duplicate_rate_conditional_on_hit,event_recall,experiment,f1,fn,fp,label_accuracy,localization_error,max_abs_error,max_score,mean_abs_error,mean_num_detections,mean_posterior_entropy,meta_ablation,meta_distance_type,meta_hazard,meta_horizon,meta_metric,meta_placeholder,meta_use_global,meta_use_prototypes,meta_variant,meta_window,method,nmi,num_detected,param_centered,param_d,param_delta,param_delta_rho,param_demeaned,param_epsilon,param_garch_noise,param_magnitude,param_mean_shift,param_mode_separation,param_n_after,param_n_before,param_n_changepoints,param_n_factors,param_n_per_segment,param_noise_level,param_nu,param_persistent,param_regime_duration,param_rho1,param_seed,param_serial_dependence,param_shift_family,param_shock_length,param_shock_type,param_signal_strength,param_similarity,param_sparsity,param_volatility_ratio,param_window_length,precision,recall,resource_name,resource_source,resource_url,threshold,tp,unavailable
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.03956074575902757,nan,0.0,,,,,,,,,,,,mmd,,0.0,,,,,,,none,,,,,,1,,120,high,8,,,,0,,tail,,,medium,,,,100,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.03956074575902757,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,,,,,,none,,,,,,1,,120,high,8,,,,0,,tail,,,medium,,,,100,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.041185856257766364,0.0,0.0
1.0,,duplicate_peak_tail,139,0.0,0.0,1.0,A7,1.0,0.0,0.0,,19.0,19.0,0.18382485090102837,19.0,1.0,,full,sliced,,200,sliced_wasserstein,False,True,True,proposed_full,100,proposed_full,,1.0,,,,,,,none,,,,,,1,,120,high,8,,,,0,,tail,,,medium,,,,100,1.0,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.1827937465524398,1.0,0.0
1.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.18382485090102837,nan,0.0,,local_only,sliced,,200,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,100,proposed_local_persistence_proxy,,0.0,,,,,,,none,,,,,,1,,120,high,8,,,,0,,tail,,,medium,,,,100,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.06335113677552258,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,,,,,,none,,,,,,1,,120,high,8,,,,1,,tail,,,medium,,,,100,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.10626090849518066,0.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.01309844368625652,nan,0.0,,,,,,,,,,,,mmd,,0.0,,,,,,,none,,,,,,1,,120,high,8,,,,1,,tail,,,medium,,,,100,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.01309844368625652,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,,,,,,none,,,,,,1,,120,high,8,,,,1,,tail,,,medium,,,,100,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_tail,136,0.0,0.0,1.0,A7,1.0,0.0,0.0,,16.0,16.0,0.1255230176305752,16.0,1.0,,full,sliced,,200,sliced_wasserstein,False,True,True,proposed_full,100,proposed_full,,1.0,,,,,,,none,,,,,,1,,120,high,8,,,,1,,tail,,,medium,,,,100,1.0,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.1827937465524398,1.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.1255230176305752,nan,0.0,,local_only,sliced,,200,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,100,proposed_local_persistence_proxy,,0.0,,,,,,,none,,,,,,1,,120,high,8,,,,1,,tail,,,medium,,,,100,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.12903091017881588,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,,,,,,none,,,,,,1,,120,low,4,,,,0,,tail,,,strong,,,,50,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.24778080935158758,0.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.0728166720279432,nan,0.0,,,,,,,,,,,,mmd,,0.0,,,,,,,none,,,,,,1,,120,low,4,,,,0,,tail,,,strong,,,,50,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.0728166720279432,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,,,,,,none,,,,,,1,,120,low,4,,,,0,,tail,,,strong,,,,50,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_tail,127;162,1.0,1.0,1.0,A7,0.6666666666666666,0.0,1.0,,7.0,7.0,0.20247320345391667,7.0,2.0,,full,sliced,,100,sliced_wasserstein,False,True,True,proposed_full,50,proposed_full,,2.0,,,,,,,none,,,,,,1,,120,low,4,,,,0,,tail,,,strong,,,,50,0.5,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.3814687062052614,1.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.20247320345391667,nan,0.0,,local_only,sliced,,100,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,50,proposed_local_persistence_proxy,,0.0,,,,,,,none,,,,,,1,,120,low,4,,,,0,,tail,,,strong,,,,50,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.3814687062052614,0.0,0.0
1.0,,duplicate_peak_tail,109,0.0,0.0,1.0,A7,1.0,0.0,0.0,,11.0,11.0,0.3289616974633984,11.0,1.0,,,,,,,,,,,,coordinate_w2_matched_filter,,1.0,,,,,,,none,,,,,,1,,120,low,4,,,,1,,tail,,,strong,,,,50,1.0,1.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.24778080935158758,1.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.0900034878990184,nan,0.0,,,,,,,,,,,,mmd,,0.0,,,,,,,none,,,,,,1,,120,low,4,,,,1,,tail,,,strong,,,,50,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.0900034878990184,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,,,,,,none,,,,,,1,,120,low,4,,,,1,,tail,,,strong,,,,50,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.09814997742243207,0.0,0.0
1.0,,duplicate_peak_tail,144,0.0,0.0,1.0,A7,1.0,0.0,0.0,,24.0,24.0,0.45525039610651974,24.0,1.0,,full,sliced,,100,sliced_wasserstein,False,True,True,proposed_full,50,proposed_full,,1.0,,,,,,,none,,,,,,1,,120,low,4,,,,1,,tail,,,strong,,,,50,1.0,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.3814687062052614,1.0,0.0
1.0,,duplicate_peak_tail,101,0.0,0.0,1.0,A7,1.0,0.0,0.0,,19.0,19.0,0.45525039610651974,19.0,1.0,,local_only,sliced,,100,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,50,proposed_local_persistence_proxy,,1.0,,,,,,,none,,,,,,1,,120,low,4,,,,1,,tail,,,strong,,,,50,1.0,1.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.3814687062052614,1.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.21377744291745515,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,,,,,,none,,,,,,1,,120,high,4,,,,0,,tail,,,strong,,,,50,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.24778080935158758,0.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.079005240087981,nan,0.0,,,,,,,,,,,,mmd,,0.0,,,,,,,none,,,,,,1,,120,high,4,,,,0,,tail,,,strong,,,,50,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.079005240087981,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,,,,,,none,,,,,,1,,120,high,4,,,,0,,tail,,,strong,,,,50,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_tail,161,0.0,0.0,0.0,A7,0.0,1.0,1.0,,nan,nan,0.33923720098785015,nan,1.0,,full,sliced,,100,sliced_wasserstein,False,True,True,proposed_full,50,proposed_full,,1.0,,,,,,,none,,,,,,1,,120,high,4,,,,0,,tail,,,strong,,,,50,0.0,0.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.3814687062052614,0.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.33923720098785015,nan,0.0,,local_only,sliced,,100,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,50,proposed_local_persistence_proxy,,0.0,,,,,,,none,,,,,,1,,120,high,4,,,,0,,tail,,,strong,,,,50,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.3814687062052614,0.0,0.0
1.0,,duplicate_peak_tail,107,0.0,0.0,1.0,A7,1.0,0.0,0.0,,13.0,13.0,0.3162858411457738,13.0,1.0,,,,,,,,,,,,coordinate_w2_matched_filter,,1.0,,,,,,,none,,,,,,1,,120,high,4,,,,1,,tail,,,strong,,,,50,1.0,1.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.24778080935158758,1.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.046928181525056435,nan,0.0,,,,,,,,,,,,mmd,,0.0,,,,,,,none,,,,,,1,,120,high,4,,,,1,,tail,,,strong,,,,50,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.046928181525056435,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,,,,,,none,,,,,,1,,120,high,4,,,,1,,tail,,,strong,,,,50,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.09814997742243207,0.0,0.0
1.0,,duplicate_peak_tail,144,0.0,0.0,1.0,A7,1.0,0.0,0.0,,24.0,24.0,0.482241671961998,24.0,1.0,,full,sliced,,100,sliced_wasserstein,False,True,True,proposed_full,50,proposed_full,,1.0,,,,,,,none,,,,,,1,,120,high,4,,,,1,,tail,,,strong,,,,50,1.0,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.3814687062052614,1.0,0.0
1.0,,duplicate_peak_tail,101,0.0,0.0,1.0,A7,1.0,0.0,0.0,,19.0,19.0,0.482241671961998,19.0,1.0,,local_only,sliced,,100,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,50,proposed_local_persistence_proxy,,1.0,,,,,,,none,,,,,,1,,120,high,4,,,,1,,tail,,,strong,,,,50,1.0,1.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.3814687062052614,1.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.08077510616555003,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,,,,,,none,,,,,,1,,120,low,4,,,,0,,tail,,,strong,,,,100,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.10626090849518066,0.0,0.0
1.0,,duplicate_peak_tail,126,0.0,0.0,1.0,A7,1.0,0.0,0.0,,6.0,6.0,0.06019692577044252,6.0,1.0,,,,,,,,,,,,mmd,,1.0,,,,,,,none,,,,,,1,,120,low,4,,,,0,,tail,,,strong,,,,100,1.0,1.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.041185856257766364,1.0,0.0
1.0,,duplicate_peak_tail,126,0.0,0.0,1.0,A7,1.0,0.0,0.0,,6.0,6.0,0.06019692577044252,6.0,1.0,,,,,,,,,,,,window_rbf,,1.0,,,,,,,none,,,,,,1,,120,low,4,,,,0,,tail,,,strong,,,,100,1.0,1.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.041185856257766364,1.0,0.0
0.0,,duplicate_peak_tail,137,0.0,0.0,1.0,A7,1.0,0.0,0.0,,17.0,17.0,0.18121939585396854,17.0,1.0,,full,sliced,,200,sliced_wasserstein,False,True,True,proposed_full,100,proposed_full,,1.0,,,,,,,none,,,,,,1,,120,low,4,,,,0,,tail,,,strong,,,,100,1.0,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.1827937465524398,1.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.18121939585396854,nan,0.0,,local_only,sliced,,200,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,100,proposed_local_persistence_proxy,,0.0,,,,,,,none,,,,,,1,,120,low,4,,,,0,,tail,,,strong,,,,100,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.1827937465524398,0.0,0.0
1.0,,duplicate_peak_tail,119,0.0,0.0,1.0,A7,1.0,0.0,0.0,,1.0,1.0,0.1931954994465936,1.0,1.0,,,,,,,,,,,,coordinate_w2_matched_filter,,1.0,,,,,,,none,,,,,,1,,120,low,4,,,,1,,tail,,,strong,,,,100,1.0,1.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.10626090849518066,1.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.018618910469568397,nan,0.0,,,,,,,,,,,,mmd,,0.0,,,,,,,none,,,,,,1,,120,low,4,,,,1,,tail,,,strong,,,,100,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.018618910469568397,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,,,,,,none,,,,,,1,,120,low,4,,,,1,,tail,,,strong,,,,100,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.041185856257766364,0.0,0.0
1.0,,duplicate_peak_tail,137,0.0,0.0,1.0,A7,1.0,0.0,0.0,,17.0,17.0,0.3527768558458213,17.0,1.0,,full,sliced,,200,sliced_wasserstein,False,True,True,proposed_full,100,proposed_full,,1.0,,,,,,,none,,,,,,1,,120,low,4,,,,1,,tail,,,strong,,,,100,1.0,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.1827937465524398,1.0,0.0
1.0,,duplicate_peak_tail,115,0.0,0.0,1.0,A7,1.0,0.0,0.0,,5.0,5.0,0.3527768558458213,5.0,1.0,,local_only,sliced,,200,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,100,proposed_local_persistence_proxy,,1.0,,,,,,,none,,,,,,1,,120,low,4,,,,1,,tail,,,strong,,,,100,1.0,1.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.1827937465524398,1.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.09546052369573951,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,,,,,,none,,,,,,1,,120,high,4,,,,0,,tail,,,strong,,,,100,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.10626090849518066,0.0,0.0
1.0,,duplicate_peak_tail,122,0.0,0.0,1.0,A7,1.0,0.0,0.0,,2.0,2.0,0.05192324623341103,2.0,1.0,,,,,,,,,,,,mmd,,1.0,,,,,,,none,,,,,,1,,120,high,4,,,,0,,tail,,,strong,,,,100,1.0,1.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.041185856257766364,1.0,0.0
1.0,,duplicate_peak_tail,122,0.0,0.0,1.0,A7,1.0,0.0,0.0,,2.0,2.0,0.05192324623341103,2.0,1.0,,,,,,,,,,,,window_rbf,,1.0,,,,,,,none,,,,,,1,,120,high,4,,,,0,,tail,,,strong,,,,100,1.0,1.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.041185856257766364,1.0,0.0
1.0,,duplicate_peak_tail,137,0.0,0.0,1.0,A7,1.0,0.0,0.0,,17.0,17.0,0.20376438685187667,17.0,1.0,,full,sliced,,200,sliced_wasserstein,False,True,True,proposed_full,100,proposed_full,,1.0,,,,,,,none,,,,,,1,,120,high,4,,,,0,,tail,,,strong,,,,100,1.0,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.1827937465524398,1.0,0.0
1.0,,duplicate_peak_tail,121,0.0,0.0,1.0,A7,1.0,0.0,0.0,,1.0,1.0,0.20376438685187667,1.0,1.0,,local_only,sliced,,200,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,100,proposed_local_persistence_proxy,,1.0,,,,,,,none,,,,,,1,,120,high,4,,,,0,,tail,,,strong,,,,100,1.0,1.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.1827937465524398,1.0,0.0
1.0,,duplicate_peak_tail,119,0.0,0.0,1.0,A7,1.0,0.0,0.0,,1.0,1.0,0.21074539613572588,1.0,1.0,,,,,,,,,,,,coordinate_w2_matched_filter,,1.0,,,,,,,none,,,,,,1,,120,high,4,,,,1,,tail,,,strong,,,,100,1.0,1.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.10626090849518066,1.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.015846402271060028,nan,0.0,,,,,,,,,,,,mmd,,0.0,,,,,,,none,,,,,,1,,120,high,4,,,,1,,tail,,,strong,,,,100,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_tail,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.015846402271060028,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,,,,,,none,,,,,,1,,120,high,4,,,,1,,tail,,,strong,,,,100,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.041185856257766364,0.0,0.0
1.0,,duplicate_peak_tail,136,0.0,0.0,1.0,A7,1.0,0.0,0.0,,16.0,16.0,0.3822212432910377,16.0,1.0,,full,sliced,,200,sliced_wasserstein,False,True,True,proposed_full,100,proposed_full,,1.0,,,,,,,none,,,,,,1,,120,high,4,,,,1,,tail,,,strong,,,,100,1.0,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.1827937465524398,1.0,0.0
1.0,,duplicate_peak_tail,104,0.0,0.0,1.0,A7,1.0,0.0,0.0,,16.0,16.0,0.3822212432910377,16.0,1.0,,local_only,sliced,,200,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,100,proposed_local_persistence_proxy,,1.0,,,,,,,none,,,,,,1,,120,high,4,,,,1,,tail,,,strong,,,,100,1.0,1.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.1827937465524398,1.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.09775125386112202,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,medium,,,,50,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.24778080935158758,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.027526284181776738,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,medium,,,,50,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.027526284181776738,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,medium,,,,50,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_correlation,129,0.0,0.0,1.0,A7,1.0,0.0,0.0,,9.0,9.0,0.127171492259546,9.0,1.0,,full,sliced,,100,sliced_wasserstein,False,True,True,proposed_full,50,proposed_full,,1.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,medium,,,,50,1.0,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.3814687062052614,1.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.127171492259546,nan,0.0,,local_only,sliced,,100,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,50,proposed_local_persistence_proxy,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,medium,,,,50,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.3814687062052614,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.1007523144829599,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,medium,,,,50,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.24778080935158758,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.03041339482094916,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,medium,,,,50,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.03041339482094916,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,medium,,,,50,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_correlation,125;169,1.0,1.0,1.0,A7,0.6666666666666666,0.0,1.0,,5.0,5.0,0.11382926243983651,5.0,2.0,,full,sliced,,100,sliced_wasserstein,False,True,True,proposed_full,50,proposed_full,,2.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,medium,,,,50,0.5,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.3814687062052614,1.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.11382926243983651,nan,0.0,,local_only,sliced,,100,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,50,proposed_local_persistence_proxy,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,medium,,,,50,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.3814687062052614,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.10559417879102254,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,medium,,,,50,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.24778080935158758,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.02553355410267703,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,medium,,,,50,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.02553355410267703,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,medium,,,,50,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.09814997742243207,0.0,0.0
